日期,收盘,lag_1_close,lag_2_close,lag_3_close,lag_5_close,lag_10_close,ma_5,ma_10,ma_20,ma_50,volatility_5,volatility_10,rsi_14,macd,macd_signal,macd_hist,day_of_week,month,quarter
2021-01-18,3596.22,3566.38,3565.9,3598.65,3531.5,3502.96,3587.0980000000004,3569.286,3563.2563636363634,3563.2563636363634,19.662609694544685,27.073360912733225,67.4291694699858,21.54938556369507,15.725551505913359,5.82383405778171,0,1,1
2021-01-19,3566.38,3596.22,3566.38,3565.9,3608.34,3528.68,3578.7059999999997,3573.0559999999996,3563.5166666666664,3563.5166666666664,17.11985338722267,23.128074426260927,60.663124621696184,20.323396915872763,16.64512058790524,3.6782763279675237,1,1,1
2021-01-20,3583.09,3566.38,3596.22,3566.38,3598.65,3550.88,3575.594,3576.2769999999996,3565.0223076923075,3565.0223076923075,13.650925975918286,21.907198740748793,62.75589799102173,20.464250289620395,17.408946528248272,3.055303761372123,2,1,1
2021-01-21,3621.26,3583.09,3566.38,3596.22,3565.9,3576.2,3586.6659999999997,3580.7830000000004,3569.039285714286,3569.039285714286,23.04265132314431,26.118856981116124,66.7915744052689,23.386294952361823,18.604416213070984,4.781878739290839,3,1,1
2021-01-22,3606.75,3621.26,3583.09,3566.38,3566.38,3570.11,3594.7400000000002,3584.447,3571.5533333333337,3571.5533333333337,21.15273622962292,27.010029844896867,64.14919431796496,24.251642822574013,19.73386153497159,4.517781287602421,4,1,1
2021-01-25,3624.24,3606.75,3621.26,3583.09,3596.22,3531.5,3600.344,3593.721,3574.84625,3574.84625,25.003942289167064,22.325627252604075,63.32626764098847,26.04846360040301,20.996781948057876,5.051681652345135,0,1,1
2021-01-26,3569.43,3624.24,3606.75,3621.26,3566.38,3608.34,3600.954,3589.8300000000004,3574.5276470588237,3574.5276470588237,23.984631120782392,22.878523165235524,52.37121308960754,22.787072886731494,21.354840135792603,1.4322327509388906,1,1,1
2021-01-27,3573.34,3569.43,3624.24,3606.75,3583.09,3598.65,3599.004,3587.299,3574.4616666666666,3574.4616666666666,26.10291228962778,23.192214905485365,49.613241737437164,20.284079331726844,21.14068797497945,-0.8566086432526063,2,1,1
2021-01-28,3505.18,3573.34,3569.43,3624.24,3621.26,3565.9,3575.7879999999996,3581.227,3570.815263157895,3570.815263157895,45.65673082909009,34.573320815655244,42.48164702068036,12.654621938698256,19.443474767723213,-6.7888528290249575,3,1,1
2021-01-29,3483.07,3505.18,3573.34,3569.43,3606.75,3566.38,3551.0519999999997,3572.8959999999997,3566.428,3566.428,56.82601050575308,46.52136694275237,44.16941561724978,4.769153930612902,16.508610600301154,-11.739456669688252,4,1,1
2021-02-01,3505.28,3483.07,3505.18,3573.34,3624.24,3596.22,3527.2599999999998,3563.8020000000006,3566.5439999999994,3563.5161904761903,41.30701574793257,50.19854398065505,35.713097482533,0.30846926410094966,13.268582333061113,-12.960113068960164,0,2,1
2021-02-02,3533.68,3505.28,3483.07,3505.18,3569.43,3566.38,3520.1099999999997,3560.532,3566.7940000000003,3562.1600000000003,34.757636570974555,51.069456146615586,41.43757083739683,-0.92435740355495,10.429994385737901,-11.354351789292851,1,2,1
2021-02-03,3517.31,3533.68,3505.28,3483.07,3573.34,3583.09,3508.904,3553.954,3565.1155,3560.21,18.56682606155224,52.06767096769333,43.30734690504391,-3.1855822012503268,7.706879068340256,-10.892461269590584,2,2,1
2021-02-04,3501.86,3517.31,3533.68,3505.28,3505.18,3621.26,3508.2400000000002,3542.014,3561.3985000000002,3557.77875,18.791310491818688,48.48531557767392,41.46515688660774,-6.153372772649618,4.9348287001422815,-11.0882014727919,3,2,1
2021-02-05,3496.33,3501.86,3517.31,3533.68,3483.07,3606.75,3510.892,3530.972,3557.7095,3555.3208,14.879575598784287,44.51523204976474,35.87807843469902,-8.849580510667693,2.177946857980287,-11.02752736864798,4,2,1
2021-02-08,3532.45,3496.33,3501.86,3517.31,3505.28,3624.24,3516.326,3521.793,3557.757,3554.441153846154,17.111532076349413,30.359287815537147,45.28684539519373,-7.979776538907572,0.14640217860271543,-8.126178717510287,0,2,1
2021-02-09,3603.49,3532.45,3496.33,3501.86,3533.68,3569.43,3530.2879999999996,3525.1989999999996,3557.5145,3556.257777777778,43.280863207657085,37.39323303308532,52.46210292555755,-1.5403600192785234,-0.19095026097353235,-1.349409758304991,1,2,1
2021-02-10,3655.09,3603.49,3532.45,3496.33,3517.31,3573.34,3557.844,3533.374,3560.3365,3559.7875,69.10748425460099,54.2321088163335,53.954782446049876,7.6385601601364215,1.3749518232484585,6.2636083368879625,2,2,1
2021-02-18,3675.36,3655.09,3603.49,3532.45,3501.86,3505.18,3592.5440000000003,3550.392,3565.8095000000003,3563.7727586206897,77.06933488748894,69.07250133012414,57.91404249429028,16.359952777511808,4.3719520141011285,11.988000763410678,3,2,1
2021-02-19,3696.17,3675.36,3655.09,3603.49,3496.33,3483.07,3632.512,3571.7019999999998,3572.299,3568.186,65.67484008355021,78.25663376921429,58.23393392705881,24.666571463176297,8.430875903916162,16.235695559260137,4,2,1
2021-02-22,3642.44,3696.17,3675.36,3655.09,3532.45,3505.28,3654.5099999999998,3585.418,3574.6099999999997,3570.5812903225806,35.069002694685736,77.33592133600631,58.37827913061442,26.60735167031271,12.066171057195472,14.541180613117238,0,2,1
2021-02-23,3636.36,3642.44,3696.17,3675.36,3603.49,3533.68,3661.0840000000003,3595.686,3578.1090000000004,3572.636875,24.64566148432344,76.51546760114786,57.1960354435005,27.33967403578663,15.120871652913706,12.218802382872923,1,2,1
2021-02-24,3564.08,3636.36,3642.44,3696.17,3655.09,3517.31,3642.882,3600.363,3577.1585000000005,3572.377575757576,50.365956955069244,72.51739225102473,56.662895927601824,21.83594171203231,16.46388566473743,5.37205604729488,2,2,1
2021-02-25,3585.05,3564.08,3636.36,3642.44,3675.36,3501.86,3624.8200000000006,3608.682,3575.3479999999995,3572.7502941176467,51.97465488100818,64.26381300718413,61.566030032209774,18.947878589865013,16.96068424976295,1.9871943401020644,3,2,1
2021-02-26,3509.08,3585.05,3564.08,3636.36,3696.17,3496.33,3587.4020000000005,3609.957,3570.4644999999996,3570.9311428571427,55.02238290005243,61.86891986737496,50.384133274028514,10.408935931872747,15.65033458618491,-5.241398654312162,4,2,1
2021-03-01,3551.4,3509.08,3585.05,3564.08,3642.44,3532.45,3569.1940000000004,3611.852,3566.8225000000007,3570.3886111111115,46.688212430976876,59.47506121616668,51.74224249813193,6.976215206301731,13.915510710208276,-6.9392955039065445,0,3,1
2021-03-02,3508.59,3551.4,3509.08,3585.05,3636.36,3603.49,3543.6400000000003,3602.362,3563.7805,3568.718378378378,33.96945466150539,67.92811785671417,49.1850162622902,0.7922178833464386,11.29085214483591,-10.498634261489471,1,3,1
2021-03-03,3576.9,3508.59,3551.4,3509.08,3564.08,3655.09,3546.204,3594.543,3563.9584999999997,3568.9336842105267,36.30171800342326,65.64616144316672,56.38268916712029,1.387408380936904,9.31016339205611,-7.9227550111192055,2,3,1
2021-03-04,3503.49,3576.9,3508.59,3551.4,3585.05,3675.36,3529.892,3577.3559999999998,3563.874,3567.255641025641,32.62026318103676,64.62722013379734,50.545964741048,-4.018153575435008,6.644499998557887,-10.662653573992895,3,3,1
2021-03-05,3501.99,3503.49,3576.9,3508.59,3509.08,3696.17,3528.4739999999997,3557.9379999999996,3564.8200000000006,3565.624,33.88087557900638,53.10657875128788,47.54789888906778,-8.327147660052105,3.6501704668358883,-11.977318126887994,4,3,1
2021-03-08,3421.41,3501.99,3503.49,3576.9,3551.4,3642.44,3502.4759999999997,3535.835,3560.6265,3562.1065853658533,55.11187149789219,59.62536657236558,35.563871622478786,-18.036278094893987,-0.6871192455100865,-17.3491588493839,0,3,1
2021-03-09,3359.29,3421.41,3501.99,3503.49,3508.59,3636.36,3472.6159999999995,3508.1279999999997,3551.907,3557.2776190476193,83.89878592685504,71.01075189324877,26.932434961632055,-30.393046633931135,-6.628304723194296,-23.764741910736838,1,3,1
2021-03-10,3357.74,3359.29,3421.41,3501.99,3576.9,3564.08,3428.7839999999997,3487.494,3543.9284999999995,3552.6372093023256,72.23424866363835,82.06436947773305,24.485894222736334,-39.85156276412863,-13.272956331381163,-26.578606432747467,2,3,1
2021-03-11,3436.83,3357.74,3359.29,3421.41,3503.49,3585.05,3415.4519999999998,3472.672,3540.6769999999997,3550.0052272727276,60.13773208228233,75.6187789433881,30.951051827476803,-40.498758447170985,-18.718116754539132,-21.780641692631853,3,3,1
2021-03-12,3453.08,3436.83,3357.74,3359.29,3501.99,3509.08,3405.6699999999996,3467.072,3538.5144999999998,3547.851333333333,44.48255444553957,74.69084546017444,35.280766121509885,-39.247999982920646,-22.824093400215435,-16.42390658270521,4,3,1
2021-03-15,3419.95,3453.08,3436.83,3357.74,3421.41,3551.4,3405.3779999999997,3453.9269999999997,3532.8894999999998,3545.0708695652174,44.3580181027105,69.59395137350576,33.85698727416492,-40.4636393629753,-26.352002592767413,-14.111636770207888,0,3,1
2021-03-16,3446.73,3419.95,3453.08,3436.83,3359.29,3508.59,3422.8660000000004,3447.7409999999995,3525.0515,3542.978510638298,38.49437790119929,66.89207716746344,40.608844571776146,-38.818642987087514,-28.845330671631437,-9.973312315456077,1,3,1
2021-03-17,3445.55,3446.73,3419.95,3453.08,3357.74,3576.9,3440.428,3434.6059999999998,3514.5744999999997,3540.94875,12.82884718126576,49.2932504282065,38.471074380165305,-37.18158151894613,-30.512580841094376,-6.669000677851756,2,3,1
2021-03-18,3463.07,3445.55,3446.73,3419.95,3436.83,3503.49,3445.6760000000004,3430.564,3503.96,3539.3593877551016,15.971257934184433,44.435017522471256,45.79087000274451,-34.07765493827719,-31.225595660530942,-2.8520592777462497,3,3,1
2021-03-19,3404.66,3463.07,3445.55,3446.73,3453.08,3501.99,3435.9919999999997,3420.8309999999997,3489.3845,3536.6654,23.339441295804225,37.10685454797473,36.959690032702966,-35.91694146409782,-32.16386482124432,-3.7530766428535003,4,3,1
2021-03-22,3443.44,3404.66,3463.07,3445.55,3419.95,3421.41,3440.69,3423.0340000000006,3479.4345000000003,3535.475,21.60259822336823,37.79266160395717,44.16856125024615,-33.85510678815626,-32.50211321462671,-1.3529935735295524,0,3,1
2021-03-23,3411.51,3443.44,3404.66,3463.07,3446.73,3359.29,3433.6459999999997,3428.256,3468.192,3533.1315999999997,24.66571567987222,31.004264294521647,34.16502307412446,-34.401018574376394,-32.88189428657665,-1.519124287799741,1,3,1
2021-03-24,3367.06,3411.51,3443.44,3404.66,3445.55,3357.74,3417.9480000000003,3429.1879999999996,3458.3409999999994,3529.4552000000003,37.05888651862542,28.70373100022772,36.17085977253841,-37.982561784955124,-33.90202778625235,-4.080533998702776,2,3,1
2021-03-25,3363.59,3367.06,3411.51,3443.44,3463.07,3436.83,3398.0519999999997,3421.864,3447.268,3525.203,33.29034199284291,35.15588340204065,36.02697681931998,-40.63257356777376,-35.248136942556634,-5.384436625217127,3,3,1
2021-03-26,3418.33,3363.59,3367.06,3411.51,3404.66,3453.08,3400.786,3418.389,3442.7305,3522.1674000000003,34.50777202313165,33.401130203766904,49.671921602045174,-37.879020707385735,-35.77431369552246,-2.104707011863276,4,3,1
2021-03-29,3435.3,3418.33,3363.59,3367.06,3443.44,3419.95,3399.1580000000004,3419.9240000000004,3436.9255000000003,3520.2434000000003,32.10041230265492,33.83079208847223,58.958161461402476,-33.93627677736822,-35.40670631189161,1.4704295345233902,0,3,1
2021-03-30,3456.68,3435.3,3418.33,3363.59,3411.51,3446.73,3408.192,3420.9190000000003,3434.3300000000004,3517.2101999999995,41.442395804301675,34.83810826921977,61.13988470545848,-28.754967125333224,-34.07635847457993,5.32139134924671,1,3,1
2021-03-31,3441.91,3456.68,3435.3,3418.33,3367.06,3445.55,3423.1619999999994,3420.5550000000003,3427.5805,3514.0753999999997,36.03625355111638,34.57014616046126,50.668843480092676,-25.546078171455974,-32.370302413955145,6.82422424249917,2,3,1
2021-04-01,3466.33,3441.91,3456.68,3435.3,3363.59,3463.07,3443.71,3420.881,3425.7225,3512.0840000000003,18.694904385963003,35.027953424532356,51.707782331863996,-20.792833798230276,-30.054808690810173,9.261974892579897,3,4,2
2021-04-02,3484.39,3466.33,3441.91,3456.68,3418.33,3404.66,3456.922,3428.8540000000003,3424.8425,3510.4442,19.59547830496271,39.68935295237087,58.641313093386266,-15.391142807261986,-27.122075514100537,11.730932706838551,4,4,2
2021-04-06,3482.97,3484.39,3466.33,3441.91,3435.3,3443.44,3466.4559999999997,3432.807,3427.9205,3508.1792,17.975210151768493,43.12350559085535,55.214388489208595,-11.096927440465606,-23.91704589937355,12.820118458907945,1,4,2
2021-04-07,3479.63,3482.97,3484.39,3466.33,3456.68,3411.51,3471.046,3439.619,3433.9375,3506.4442,17.783955690459525,44.7356783910918,54.87330549676828,-7.872491726418048,-20.70813506478245,12.835643338364402,2,4,2
