日期,前一天涨幅,cum_return_5d,cum_return_20d,rsi_14,close_above_ma5,close_above_ma20,close_above_ma60,plus_di_14,minus_di_14,adx_14,bb_upper_20_2,bb_middle_20_2,bb_lower_20_2,is_above_bb_upper,is_below_bb_lower,atr_14,ma_volume_5,volume_up_strong,volume_down_strong,obv,consecutive_up_days,consecutive_down_days,consecutive_up_2d,consecutive_down_2d,consecutive_up_3d,consecutive_down_3d,consecutive_up_4d,consecutive_down_4d,consecutive_up_5d,consecutive_down_5d,consecutive_up_6d,consecutive_down_6d,consecutive_up_7d,consecutive_down_7d,price_slope_5d,ma20_slope_5d,price_ma20_slope_ratio,prev_close_above_ma5
2009/3/3,-3.61,-0.077493704,-0.096240853,24.03563941,0,0,0,0,0,0,1307.148246,1187.5215,1067.894754,0,0,37.99712306,447030000,0,1,53156390000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.156,-4.4791,4.053492889,0
2009/3/4,0.37,-0.043529199,-0.08666897,31.38492937,1,0,0,0,0,0,1305.87559,1182.2535,1058.63141,0,0,38.79750665,444872000,0,0,53594320000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-10.106,-5.1969,1.944620832,0
2009/3/5,2.74,-0.046650696,-0.115934278,24.77743473,0,0,0,0,0,0,1306.681068,1175.208,1043.734932,0,0,38.66317243,447970000,0,0,53158950000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-10.516,-5.5179,1.905797495,1
2009/3/6,-3.22,-0.046813311,-0.144894829,24.4940291,0,0,0,0,0,0,1302.146384,1166.1875,1030.228616,0,0,39.43341611,448736000,0,1,52661700000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-10.458,-6.4534,1.62054111,0
2009/3/9,-0.91,-0.030464302,-0.18287423,26.79503387,0,0,0,0,0,0,1290.344868,1154.5065,1018.668132,0,0,40.44096063,439190000,0,0,52291180000,0,3,0,1,0,1,0,0,0,0,0,0,0,0,-6.56,-7.7538,0.846036782,0
2009/3/10,-1.96,0.029398429,-0.132025124,39.83161485,1,0,0,0,0,0,1269.009251,1146.046,1023.082749,0,0,44.19149921,434678000,0,0,52723500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.354,-8.2951,-0.765994382,0
2009/3/11,6.57,0.01409529,-0.084064785,44.30101098,1,0,0,0,0,0,1257.642497,1140.879,1024.115503,0,0,42.12329932,424098000,0,0,53108530000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.13,-8.2749,-0.378252305,1
2009/3/12,1.21,0.083935152,-0.050804776,49.00472754,1,1,0,0,0,0,1247.985031,1137.762,1027.538969,0,0,43.64285941,414580000,0,0,53496310000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,18.038,-7.4892,-2.408534957,1
2009/3/13,3.44,0.097511036,-0.059775831,55.46315993,1,1,0,0,0,0,1233.882444,1134.0475,1034.212556,0,0,40.60914482,384438000,0,0,53842850000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,20.764,-6.428,-3.230242688,1
2009/3/16,0.33,0.097310968,-0.073897401,46.20504437,1,1,0,0,0,0,1217.121867,1129.4775,1041.833133,0,0,39.61059218,377628000,0,0,53506380000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.316,-5.0058,-4.058492149,1
2009/3/17,-1.97,0.071671281,0.004321674,54.13827708,1,1,1,0,0,0,1218.114616,1129.734,1041.353384,0,0,40.55851322,360578000,0,0,53853450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.946,-3.2624,-4.887812653,1
2009/3/18,4.08,0.071948133,0.01530153,61.10030023,1,1,1,0,0,0,1221.909387,1130.6435,1039.377613,0,0,41.12671146,377826000,1,0,54324720000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,16.202,-2.0471,-7.914610913,1
2009/3/19,1.24,0.033914022,0.031098819,62.37654671,1,1,1,0,0,0,1228.182474,1132.4595,1036.736526,0,0,38.88048326,375234000,0,0,53949900000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.9,-1.0605,-7.44931636,1
2009/3/20,-0.23,0.015968918,0.012338941,66.79126022,0,1,1,0,0,0,1230.394086,1133.183,1035.971914,0,0,39.29375216,411502000,0,1,53422020000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3.732,-0.1729,-21.58473106,1
2009/3/23,-1.41,0.099838491,0.115893248,72.52200151,1,1,1,0,0,0,1252.160404,1139.725,1027.289596,1,0,43.73858521,420306000,0,0,53802510000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.872,2.0495,11.15979507,0
2009/3/24,6.12,0.035372472,0.053685603,65.75951619,1,1,1,0,0,0,1262.338444,1142.8695,1023.400556,0,0,41.51610718,410012000,0,0,53506910000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.434,2.6271,3.210384074,1
2009/3/25,-2.02,0.024607278,0.065323949,72.51444124,1,1,1,0,0,0,1273.137546,1146.661,1020.184454,0,0,43.29929289,394878000,0,1,53902510000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,3.2035,1.854221945,1
2009/3/26,0.19,0.064017073,0.136811286,77.42466447,1,1,1,0,0,0,1293.948294,1154.371,1014.793706,0,0,43.47805384,400726000,1,0,54306570000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15.418,4.3823,3.518243845,1
2009/3/27,3.61,0.05415354,0.12039499,75.69943055,0,1,1,0,0,0,1305.947217,1161.095,1016.242783,0,0,42.00497999,349776000,0,0,54033440000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.858,5.5824,2.303310404,1
2009/3/30,-2.33,-0.030957049,0.133875747,64.80504932,0,1,1,0,0,0,1309.771555,1168.302,1026.832445,0,0,42.60564933,332668000,0,0,53738490000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-7.8,5.7154,-1.364733877,0
2009/3/31,-2.45,0.002163099,0.144669511,65.06184225,0,1,1,0,0,0,1314.44286,1176.119,1037.79514,0,0,41.89422942,340446000,0,0,54072980000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534,6.6499,0.080301959,0
2009/4/1,1.33,0.012816781,0.1280825,62.70916565,1,1,1,0,0,0,1321.927459,1183.2295,1044.531541,0,0,42.09899883,336496000,1,0,54448830000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17,7.3137,0.433433146,0
2009/4/2,1.25,0.010145946,0.20453784,66.40323422,1,1,1,0,0,0,1331.469769,1194.2185,1056.967231,0,0,44.37379898,343478000,1,0,54887800000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2.6,7.9695,0.326243805,1
2009/4/3,3.34,0.051691211,0.236179205,72.33313274,1,1,1,0,0,0,1340.100131,1206.7915,1073.482869,0,0,41.46395912,358348000,0,0,55235280000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,12.938,9.1393,1.415644524,1
2009/4/6,1.69,0.075597349,0.257915258,67.86104629,1,1,1,0,0,0,1337.723713,1220.253,1102.782287,0,0,39.8300979,362586000,0,0,54919140000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.458,10.3902,1.776481685,1
2009/4/7,-0.23,0.031050679,0.146506778,59.4709756,0,1,1,0,0,0,1336.630444,1228.402,1120.173556,0,0,40.42741818,355638000,0,0,54619390000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7.682,10.4566,0.734655624,1
2009/4/8,-2.87,0.038514663,0.155246681,62.5703125,1,1,1,0,0,0,1338.551747,1237.142,1135.732253,0,0,39.18109576,339396000,0,0,54914030000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.648,10.7825,0.894783214,0
2009/4/9,1.99,0.035524994,0.150741386,68.83148831,1,1,1,0,0,0,1351.250569,1245.9205,1140.590431,0,0,39.42628299,313586000,0,0,55223950000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9.196,10.3404,0.889327299,1
2009/4/13,3.04,0.015583212,0.143899976,61.38734147,1,1,1,0,0,0,1360.485206,1254.328,1148.170794,0,0,37.04144526,294582000,0,0,54971490000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.102,9.5073,0.431457932,1
2009/4/14,-0.27,0.007013936,0.1544022,63.47703527,1,1,1,0,0,0,1360.214218,1263.171,1166.127782,0,0,35.34258589,297210000,0,1,54642210000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1.842,8.5836,0.214595275,1
2009/4/15,-1.07,0.032216838,0.104297206,62.10398666,0,1,1,0,0,0,1363.155315,1269.388,1175.620685,0,0,34.25824111,304762000,0,1,54304700000,0,3,0,1,0,1,0,0,0,0,0,0,0,0,8.218,8.1972,1.002537452,1
2009/4/16,-0.44,0.040153757,0.12098164,61.14150709,1,1,1,0,0,0,1372.701877,1276.689,1180.676123,0,0,35.31714229,314676000,0,1,54648910000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.446,7.9094,1.320707007,0
2009/4/17,2.77,0.010176978,0.12432217,67.49547457,1,1,1,0,0,0,1379.737665,1284.1745,1188.611335,0,0,33.61485665,325596000,1,0,55013430000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2.728,7.6508,0.356564019,1
2009/4/20,0.07,-0.020423889,0.102924578,64.43850267,0,1,1,0,0,0,1374.712572,1290.284,1205.855428,0,0,35.80887577,377138000,1,0,54503260000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.46,7.1912,-0.759261319,1
2009/4/21,-3.29,0.005104703,0.054968606,64.83863688,0,1,1,0,0,0,1378.591881,1293.7465,1208.901119,0,0,34.626359,383850000,0,0,54866100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,6.1151,0.220764992,0
2009/4/22,1.5,0.01459161,0.082132962,63.80712176,0,1,1,0,0,0,1380.781803,1298.8155,1216.849197,0,0,36.05351113,398168000,1,0,55275200000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.842,5.8855,0.652790757,0
2009/4/23,0.5,-0.006334166,0.08712985,59.34086418,1,1,1,0,0,0,1383.07372,1304.203,1225.33228,0,0,34.47970965,409096000,0,0,55674050000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.714,5.5028,-0.311477793,0
2009/4/24,0.65,0.01429922,0.071786467,60.37639878,1,1,1,0,0,0,1392.621196,1308.802,1224.982804,0,0,34.54508169,418308000,0,0,56084630000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,3.872,4.9255,0.786113085,1
2009/4/27,2.15,0.046258888,0.094664674,60.31504065,1,1,1,0,0,0,1398.229062,1314.7255,1231.221938,0,0,33.60040413,379266000,0,0,55769670000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.114,4.8883,2.478162142,1
2009/4/28,-0.24,0.024724241,0.115587192,67.59131213,1,1,1,0,0,0,1395.097346,1321.781,1248.464654,0,0,32.12968358,363294000,0,0,55486690000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6.572,5.6069,1.1721272,1
2009/4/29,-0.59,0.034932471,0.117517239,66.9363874,1,1,1,0,0,0,1395.480478,1329.0495,1262.618522,0,0,32.70439244,346398000,0,0,55811310000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.332,6.0468,1.543295627,1
2009/4/30,1.5,0.03713153,0.113228637,62.66341783,1,1,1,0,0,0,1398.311247,1336.1405,1273.969753,0,0,33.19580678,348550000,1,0,56220920000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9.984,6.3875,1.563052838,1
2009/5/1,0.86,0.016995806,0.079054315,64.13315102,1,1,1,0,0,0,1405.727435,1341.2565,1276.785565,0,0,31.56836588,321102000,0,0,56494260000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,4.668,6.4909,0.719160671,1
2009/5/4,0.16,0.04235222,0.08494408,73.06063649,1,1,1,0,0,0,1420.839505,1346.8465,1272.853495,1,0,31.54591709,324792000,1,0,56827670000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,11.604,6.4242,1.806294947,1
2009/5/5,2.24,0.045443198,0.084311934,73.59071322,1,1,1,0,0,0,1432.089097,1352.382,1272.674903,0,0,29.96246148,330942000,0,0,56513940000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.378,6.1202,2.022482925,1
2009/5/6,-0.29,0.029998987,0.11637735,68.5533274,1,1,1,0,0,0,1436.93736,1359.8035,1282.66964,0,0,30.59413328,331568000,0,0,56841690000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.294,6.1508,1.348442479,1
2009/5/7,0,-0.003227357,0.068483567,58.0131209,0,1,1,0,0,0,1437.207759,1364.2575,1291.307241,0,0,33.68958218,331022000,0,0,56434810000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,5.6234,-0.160045524,1
2009/5/8,-2.39,-0.001761395,0.040200555,73.05955942,0,1,1,0,0,0,1440.152525,1366.9515,1293.750475,0,0,33.75897122,355494000,0,1,56830510000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.492,5.139,-0.095738471,0
2009/5/11,0.31,-0.022528642,0.044229316,70.12485675,0,1,1,0,0,0,1442.733585,1369.9075,1297.081415,0,0,34.73377506,349042000,0,0,57131660000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-6.434,4.6122,-1.39499588,0
2009/5/12,0.12,-0.032595641,0.04166194,61.73952231,0,1,1,0,0,0,1441.99135,1372.662,1303.33265,0,0,35.44393838,347364000,0,0,56826320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-9.282,4.056,-2.288461538,0
2009/5/13,-1.32,-0.059009025,0.0177135,48.89050388,0,0,1,0,0,0,1439.888349,1373.828,1307.767651,0,0,35.7287466,341442000,0,0,56528180000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-16.804,2.8049,-5.990944419,0
2009/5/14,-2.73,-0.021700496,0.004944641,46.55216092,0,0,1,0,0,0,1439.845035,1374.1625,1308.479965,0,0,34.89558039,316760000,0,0,56811650000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.032,1.981,-3.044926805,0
2009/5/15,1.48,-0.028009698,0.000878929,46.26617654,0,0,1,0,0,0,1439.829439,1374.222,1308.614561,0,0,33.305503,293288000,0,0,56533310000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.81,1.4541,-5.371019875,0
2009/5/18,-0.34,-0.002192307,0.063664205,56.75095315,1,1,1,0,0,0,1436.852612,1378.39,1319.927388,0,0,33.88076927,283990000,0,0,56787970000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.612,1.6965,-0.360742706,0
2009/5/19,2.78,0.014992014,0.051908868,53.67754048,1,1,1,0,0,0,1436.032142,1381.8395,1327.646858,0,0,33.47800003,273076000,0,0,57038740000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4.13,1.8355,2.250068101,1
2009/5/20,0.38,0.040221521,0.043422274,49.85153094,1,1,1,0,0,0,1434.572779,1384.7395,1334.906221,0,0,33.59026669,267894000,1,0,56766510000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.778,2.1823,4.938826009,1
2009/5/21,-0.31,0.005677848,0.017093,43.63097573,0,0,1,0,0,0,1432.779352,1385.8885,1338.997648,0,0,34.47023114,272780000,0,1,56458610000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1.544,2.3452,0.658366024,1
2009/5/22,-1.89,0.005947857,-0.007361936,33.99061033,0,0,1,0,0,0,1433.057593,1385.383,1337.708407,0,0,33.37953365,259562000,0,0,56246360000,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1.612,2.2322,0.722157513,0
2009/5/26,-0.31,0.014274123,0.03114735,47.73865288,1,1,1,0,0,0,1436.09179,1387.5165,1338.94121,0,0,37.3942625,271342000,0,1,56559920000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.976,1.8253,2.178272065,0
2009/5/27,3.63,0.00273953,0.02934093,45.74768707,1,1,1,0,0,0,1436.930228,1389.5145,1342.098772,0,0,36.46036083,280782000,1,0,56261950000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.766,1.535,0.499022801,1
2009/5/28,-0.76,0.019078438,0.027438186,56.27832248,1,1,1,0,0,0,1440.625292,1391.411,1342.196708,0,0,36.13897939,284718000,0,1,56553860000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.318,1.3343,3.985610432,1
2009/5/29,1.31,0.049861415,0.029576929,58.16217921,1,1,1,0,0,0,1446.509593,1393.473,1340.436407,0,0,34.50578214,302082000,1,0,56948580000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,13.636,1.5169,8.989386248,1
2009/6/1,1.07,0.083591922,0.057639157,63.8509486,1,1,1,0,0,0,1462.425628,1397.498,1332.570372,1,0,36.12101118,338582000,1,0,57343330000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,22.79,2.423,9.405695419,1
2009/6/2,2.89,0.047925471,0.036660691,68.48306333,1,1,1,0,0,0,1473.838956,1400.1155,1326.392044,1,0,34.97420969,334562000,0,0,57636790000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,13.54,2.5198,5.373442337,1
2009/6/3,0.22,0.052472394,0.036261861,77.59778583,1,1,1,0,0,0,1483.216394,1402.697,1322.177606,0,0,33.0736484,333290000,0,0,57345180000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.712,2.6365,5.580125166,1
2009/6/4,-0.33,0.050995909,0.048382906,77.36376722,1,1,1,0,0,0,1495.841611,1406.1415,1316.441389,0,0,31.09316195,325814000,0,0,57599710000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.486,2.9461,4.917008927,1
2009/6/5,1.17,0.040151299,0.074383198,78.88396219,1,1,1,0,0,0,1508.642822,1411.3105,1313.978178,0,0,30.48740702,303970000,0,0,57885210000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11.528,3.5675,3.231394534,1
2009/6/8,0.03,0.007697411,0.067660814,73.22467986,1,1,1,0,0,0,1518.847372,1416.027,1313.206628,0,0,30.79975275,272908000,0,0,57645770000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.274,3.7058,0.613632684,1
2009/6/9,-0.32,0.014348346,0.07577071,74.19354839,1,1,1,0,0,0,1530.438326,1421.315,1312.191674,0,0,29.50378572,265966000,0,0,57904520000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.248,4.2399,1.001910422,1
2009/6/10,0.88,0.013440059,0.08557427,73.52328006,1,1,1,0,0,0,1539.043599,1427.2085,1315.373401,0,0,30.30994762,262742000,1,0,57629030000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.966,4.9023,0.809008017,1
2009/6/11,-0.42,0.002860512,0.117313391,83.88580989,1,1,1,0,0,0,1543.073975,1435.0675,1327.061025,0,0,28.77262127,267702000,0,1,57908360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,5.7852,0.14761806,1
2009/6/12,0.12,-0.002169822,0.095832077,82.66694147,0,1,1,0,0,0,1546.102698,1441.5825,1337.062302,0,0,28.51093844,256012000,0,0,57681310000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.648,6.0544,-0.107029598,1
2009/6/15,-0.47,-0.021182541,0.07515995,62.48240923,0,1,1,0,0,0,1543.064062,1446.675,1350.285938,0,0,30.66547998,261520000,0,1,57414330000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-6.306,6.1296,-1.028778387,0
2009/6/16,-2.22,-0.038826546,0.03627408,61.45158612,0,0,1,0,0,0,1542.226857,1449.201,1356.175143,0,0,30.09008265,265092000,0,1,57137720000,0,3,0,1,0,1,0,0,0,0,0,0,0,0,-11.66,5.5772,-2.090654809,0
2009/6/17,-0.94,-0.026336381,0.041371911,60.17501716,0,1,1,0,0,0,1541.966177,1452.093,1362.219823,0,0,30.17540496,270122000,0,1,57438360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.876,4.9769,-1.582511202,0
2009/6/18,0.88,-0.028864203,0.043107654,55.63802808,0,0,1,0,0,0,1540.668354,1455.097,1369.525646,0,0,28.64935097,261724000,0,0,57201020000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8.642,4.0059,-2.157317956,0
2009/6/19,-0.14,-0.012577434,0.075940295,47.85896038,1,1,1,0,0,0,1535.417364,1460.289,1385.160636,0,0,28.0494375,306770000,0,1,57653300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.748,3.7413,-1.001790821,0
2009/6/22,1.2,-0.020831045,0.046538583,34.99832384,0,0,1,0,0,0,1525.549613,1463.461,1401.372387,0,0,30.63217917,313472000,0,0,57352810000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-6.07,3.3572,-1.808054331,1
2009/6/23,-3.03,-0.013019227,0.008388727,35.53840917,0,0,1,0,0,0,1524.297676,1464.0535,1403.809324,0,0,29.13188861,311822000,0,0,57084450000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-3.758,2.9705,-1.265106884,0
2009/6/24,-0.15,-0.006065019,0.032228151,37.42013659,1,0,1,0,0,0,1519.743492,1466.3125,1412.881508,0,0,29.75030347,305168000,0,0,57351820000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.766,2.8439,-0.620978234,0
2009/6/25,1.59,0.015146513,0.039083017,45.85656421,1,1,1,0,0,0,1518.036375,1469.088,1420.139625,0,0,31.51692967,312904000,0,0,57627840000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4.404,2.7982,1.573868916,1
2009/6/26,1.99,0.006096939,0.031088696,48.02157415,1,1,1,0,0,0,1517.8432,1471.3195,1424.7958,0,0,29.62533905,291396000,1,0,57972580000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1.794,2.2061,0.813199764,1
2009/6/29,0.3,0.04010907,0.004542623,45.57177129,1,1,1,0,0,0,1518.450805,1471.655,1424.859195,0,0,28.95396051,277776000,0,0,58204970000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,11.444,1.6388,6.983158409,1
2009/6/30,0.25,0.037059658,-0.002067135,45.50354327,1,1,1,0,0,0,1518.198561,1471.502,1424.805439,0,0,28.46143244,279768000,0,0,57926650000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.558,1.4897,7.08733302,1
2009/7/1,-0.44,0.023689412,0.003998807,46.13525379,1,1,1,0,0,0,1518.672512,1471.797,1424.921488,0,0,27.39457478,275904000,0,0,58174700000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856,1.0969,6.250341873,1
2009/7/2,0.28,-0.020015991,-0.031123973,40.53304442,0,0,1,0,0,0,1516.583774,1469.474,1422.364226,0,0,28.75396481,272176000,0,0,57917320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.908,0.0772,-76.52849741,1
2009/7/6,-2.37,-0.026476152,-0.034958244,46.07162209,0,0,1,0,0,0,1514.220166,1466.864,1419.507834,0,0,27.80943617,252724000,0,0,57669840000,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-7.838,-0.8911,8.795870273,0
2009/7/7,-0.36,-0.053274297,-0.056238201,41.47120117,0,0,0,0,0,0,1516.361295,1462.6785,1408.995705,0,1,29.36284468,262414000,0,1,57389000000,0,3,0,1,0,1,0,0,0,0,0,0,0,0,-15.81,-1.7953,8.806327633,0
2009/7/8,-2.51,-0.044488069,-0.059951384,39.90165726,0,0,0,0,0,0,1513.215759,1458.1775,1403.139241,0,0,28.44513206,275366000,0,1,57732080000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.144,-2.6649,4.932267627,0
2009/7/9,0.48,-0.044797278,-0.053695988,41.21719457,0,0,0,0,0,0,1509.521342,1454.163,1398.804658,0,0,26.56044778,277496000,0,0,57990780000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-13.272,-3.5268,3.763184757,0
2009/7/10,0.24,-0.018281384,-0.051549422,37.67212014,1,0,1,0,0,0,1503.815023,1450.3045,1396.793977,0,0,25.99505474,275864000,0,0,58240000000,3,0,1,0,1,0,0,0,0,0,0,0,0,0,-5.288,-3.8339,1.379274368,0
2009/7/13,0.34,0.004642577,-0.028369699,55.50164345,1,0,1,0,0,0,1498.338425,1448.191,1398.043575,0,0,28.59704745,284162000,1,0,58528970000,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1.338,-3.7346,-0.358271301,1
2009/7/14,1.96,0.034211763,-0.002827806,57.28963321,1,1,1,0,0,0,1498.014463,1447.985,1397.955537,0,0,26.84144112,283786000,0,0,58807930000,5,0,1,0,1,0,1,0,1,0,0,0,0,0,9.612,-2.9387,-3.270834042,1
2009/7/15,0.36,0.063370952,0.04,62.24341508,1,1,1,0,0,0,1506.138148,1450.8715,1395.604852,0,0,29.7385823,293120000,1,0,59197680000,6,0,1,0,1,0,1,0,1,0,1,0,0,0,17.89,-1.4612,-12.24336162,1
2009/7/16,3.31,0.073421532,0.043258763,60.28280705,1,1,1,0,0,0,1517.113911,1454.0205,1390.927089,1,0,29.38677133,303960000,1,0,59510580000,7,0,1,0,1,0,1,0,1,0,1,0,1,0,20.778,-0.0285,-729.0526316,1
2009/7/17,1.19,0.075656412,0.050529646,61.02934283,1,1,1,0,0,0,1528.779593,1457.6935,1386.607407,0,0,27.55520182,314928000,0,0,59814640000,8,0,1,0,1,0,1,0,1,0,1,0,1,0,21.484,1.4778,14.5378265,1
2009/7/20,0.55,0.066519306,0.049462015,63.28549349,1,1,1,0,0,0,1542.122381,1461.332,1380.541619,1,0,26.24917491,309840000,0,0,60078170000,9,0,1,0,1,0,1,0,1,0,1,0,1,0,19.26,2.6282,7.328209421,1
2009/7/21,1.1,0.068947716,0.08860165,66.55015729,1,1,1,0,0,0,1556.390583,1467.652,1378.913417,0,0,25.71061826,313066000,0,0,60373260000,10,0,1,0,1,0,1,0,1,0,1,0,1,0,20.034,3.9334,5.093303503,1
2009/7/22,0.58,0.042652134,0.098661949,67.66618802,1,1,1,0,0,0,1570.954434,1474.679,1378.403566,0,0,25.12520249,301432000,1,0,60704840000,11,0,1,0,1,0,1,0,1,0,1,0,1,0,12.804,4.7615,2.689068571,1
2009/7/23,0.77,0.054415454,0.106740564,82.580591,1,1,1,0,0,0,1593.056029,1482.402,1371.747971,1,0,27.58184216,312706000,1,0,61074110000,12,0,1,0,1,0,1,0,1,0,1,0,1,0,16.53,5.6763,2.91210824,1
2009/7/24,2.33,0.047012297,0.083506119,83.5662405,1,1,1,0,0,0,1610.794889,1488.564,1366.333111,0,0,27.23892987,310268000,0,0,60782240000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.36,6.1741,2.325845062,1
2009/7/27,-0.15,0.035822539,0.080468856,98.76660817,1,1,1,0,0,0,1626.270632,1494.5195,1362.768368,0,0,26.50840589,305694000,0,0,61022900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.062,6.6375,1.666591337,1
2009/7/28,0.02,0.033779564,0.081977046,98.76294881,1,1,1,0,0,0,1641.207817,1500.6015,1359.995183,0,0,26.4272851,299252000,0,0,61285780000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10.492,6.5899,1.592133416,1
2009/7/29,0.39,0.022115016,0.082829582,95.86624932,0,1,1,0,0,0,1653.557714,1506.7195,1359.881286,0,0,25.49431375,285050000,0,0,61025210000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.922,6.4081,1.080195378,1
2009/7/30,-0.37,0.005213797,0.086766036,95.97425848,1,1,1,0,0,0,1666.416897,1513.146,1359.875103,0,0,26.54307192,277958000,0,1,61359020000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,6.1488,0.27159771,0
2009/7/31,0.64,0.00268908,0.108609674,91.99762573,0,1,1,0,0,0,1675.933361,1521,1366.066639,0,0,25.32666233,272868000,0,0,61092600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.86,6.4872,0.132568751,1
