日期,收盘,lag_1_close,lag_2_close,lag_3_close,lag_5_close,lag_10_close,ma_5,ma_10,ma_20,ma_50,volatility_5,volatility_10,rsi_14,macd,macd_signal,macd_hist,day_of_week,month,quarter
2000-01-18,3757.78,3704.74,3612.08,3478.14,3717.41,3790.55,3619.418,3573.8419999999996,3593.5427272727275,3593.5427272727275,114.09690057140084,126.7201181782558,48.78201077866567,-38.19938545192417,-48.77344163945841,10.57405618753424,1,1,1
2000-01-19,3790.89,3757.78,3704.74,3612.08,3544.35,3546.2,3668.726,3598.311,3609.9883333333332,3609.9883333333332,126.17790884303089,143.32570897938885,50.01233349777996,-23.750369615640466,-43.768827234694825,20.01845761905436,2,1,1
2000-01-20,3841.74,3790.89,3757.78,3704.74,3478.14,3507.31,3741.446,3631.754,3627.8153846153846,3627.8153846153846,87.8255195259347,157.99876344101213,51.79084949027782,-8.102845873644583,-36.635630962484775,28.532785088840193,3,1,1
2000-01-21,3849.96,3841.74,3790.89,3757.78,3612.08,3340.81,3789.022,3682.6690000000003,3643.682857142857,3643.682857142857,60.36479702608517,134.04582893340796,52.06653541389841,4.904676669214041,-28.327569436145012,33.23224610535905,4,1,1
2000-01-24,3660.96,3849.96,3841.74,3790.89,3704.74,3529.6,3780.2660000000005,3695.8050000000003,3644.8346666666666,3644.8346666666666,76.63014667870884,123.39195690067405,46.01612119796117,-0.03706124358041052,-22.669467797632095,22.632406554051684,0,1,1
2000-01-25,3759.11,3660.96,3849.96,3841.74,3757.78,3717.41,3780.532,3699.975,3651.976875,3651.976875,76.53482847697795,124.89864034932938,57.191787762712565,3.9212587534448176,-17.351322487416713,21.27258124086153,1,1,1
2000-01-26,3621.21,3759.11,3660.96,3849.96,3790.89,3544.35,3746.596,3707.661,3650.1670588235293,3650.1670588235293,103.61982305524549,116.32859201894914,53.60616499075505,-4.022749895648303,-14.685607969063032,10.662858073414728,2,1,1
2000-01-27,3593.15,3621.21,3759.11,3660.96,3841.74,3478.14,3696.8779999999997,3719.1620000000003,3646.9994444444446,3646.9994444444446,106.16280831816924,94.81046681552505,58.75694058856192,-12.439249550685872,-14.236336285387601,1.797086734701729,3,1,1
2000-01-28,3446.13,3593.15,3621.21,3759.11,3849.96,3612.08,3616.112,3702.567,3636.4273684210525,3636.4273684210525,113.91542309977287,125.26735834916367,47.01686168273733,-30.619706550493447,-17.513010338408773,-13.106696212084675,4,1,1
2000-01-31,3570.05,3446.13,3593.15,3621.21,3660.96,3704.74,3597.9300000000003,3689.0980000000004,3633.1085,3633.1085,112.20999688084946,132.06441751408042,44.48147759785492,-34.62935569221736,-20.936279409170492,-13.693076283046867,0,1,1
2000-02-01,3701.78,3570.05,3446.13,3593.15,3759.11,3757.78,3586.464,3683.4980000000005,3628.6699999999996,3636.3785714285714,92.88812884325014,129.99961938405826,56.083969052642985,-26.867806094511252,-22.122584746238644,-4.745221348272608,1,2,1
2000-02-02,3724.46,3701.78,3570.05,3446.13,3621.21,3790.89,3607.114,3676.8550000000005,3637.583,3640.3822727272727,112.04498752733312,125.52231260262514,59.85059346706339,-18.67140334879241,-21.4323484667494,2.7609451179569895,2,2,1
2000-02-03,3851.16,3724.46,3701.78,3570.05,3593.15,3841.74,3658.7160000000003,3677.797,3654.7755000000006,3649.5465217391306,155.13376624706893,126.92471732400199,59.61674604196164,-1.9298182534425905,-17.531842424088037,15.602024170645446,3,2,1
2000-02-04,3874.37,3851.16,3724.46,3701.78,3446.13,3849.96,3744.364,3680.238,3681.4535000000005,3658.914166666667,123.39153386679443,130.77980465907837,57.22697023662438,13.060310448081054,-11.413411849654219,24.47372229773527,4,2,1
2000-02-07,3933.34,3874.37,3851.16,3724.46,3570.05,3660.96,3817.022,3707.476,3701.6405,3669.8912,99.79042499158126,152.82528529882316,57.442010309278345,29.360037374368403,-3.2587220048496954,32.6187593792181,0,2,1
2000-02-08,4062.77,3933.34,3874.37,3851.16,3701.78,3759.11,3889.2200000000003,3737.8419999999996,3718.9085,3685.001923076923,123.3704995126488,189.89673432333342,60.65494105843993,52.120791662777265,7.817180728675697,44.30361093410157,1,2,1
2000-02-09,3968.46,4062.77,3933.34,3874.37,3724.46,3621.21,3938.0199999999995,3772.567,3740.114,3695.50037037037,83.82577258815155,197.78504314027393,54.80254680512394,61.83601748232513,18.620948079405586,43.215069402919546,2,2,1
2000-02-10,4090.0,3968.46,4062.77,3933.34,3851.16,3593.15,3985.7879999999996,3822.2519999999995,3770.707,3709.5896428571427,89.7933631734578,209.75053091179004,58.37765771802711,78.43847625852504,30.58445371522948,47.854022543295564,3,2,1
2000-02-11,3968.89,4090.0,3968.46,4062.77,3874.37,3446.13,4004.692,3874.528,3788.5474999999997,3718.5310344827585,67.70553500269004,166.22097386043419,61.2817187282466,80.89101830530853,40.645766633245294,40.24525167206324,4,2,1
2000-02-14,3986.13,3968.89,4090.0,3968.46,3933.34,3570.05,4015.25,3916.136,3802.6169999999997,3727.451,57.079420547168255,129.57220494123501,58.841582153261356,83.26596129574818,49.169805565745875,34.09615573000231,0,2,1
2000-02-15,3997.03,3986.13,3968.89,4090.0,4062.77,3701.78,4002.1020000000003,3945.661,3814.5795,3736.1470967741934,50.6006657070882,106.96764562240358,66.24366798637645,85.04728744158274,56.34530194091325,28.701985500669487,1,2,1
2000-02-16,3997.97,3997.03,3986.13,3968.89,3968.46,3724.46,4008.004,3973.012,3824.9335,3744.3290625,47.30969963971972,74.01521762448678,67.91714614499423,85.54869923741808,62.185981400214224,23.362717837203853,2,2,1
2000-02-17,4125.38,3997.97,3997.03,3986.13,4090.0,3851.16,4015.0800000000004,4000.434,3839.1155,3755.8760606060605,62.76197734297814,74.64933477414499,80.59436622255853,95.1303899693412,68.77486311403962,26.355526855301576,3,2,1
2000-02-18,3965.75,4125.38,3997.97,3997.03,3968.89,3874.37,4014.452,4009.572,3844.905,3762.048823529412,63.35263230522077,62.0291382783584,67.26741141560481,88.81928852034298,72.78374819530029,16.03554032504269,4,2,1
2000-02-22,3969.13,3965.75,4125.38,3997.97,3986.13,3933.34,4011.0519999999997,4013.1509999999994,3860.3134999999993,3767.9654285714287,65.66652891694902,58.046601096782965,63.13823775124084,83.1321373734595,74.85342603093213,8.278711342527373,1,2,1
2000-02-23,4170.09,3969.13,3965.75,4125.38,3997.03,4062.77,4045.6639999999998,4023.8830000000003,3880.8625,3779.1355555555556,95.33478945275186,75.5283003692446,68.63422344509212,93.76001453902381,78.63474373255046,15.125270806473353,2,2,1
2000-02-24,4253.05,4170.09,3969.13,3965.75,3997.97,3968.46,4096.68,4052.3419999999996,3912.4545,3791.944054054054,126.56615108314146,101.48200473209349,67.44329377859182,107.63610047171414,84.43501508038321,23.201085391330935,3,2,1
2000-02-25,4178.58,4253.05,4170.09,3969.13,4125.38,4090.0,4107.32,4061.2,3941.7259999999997,3802.1186842105267,131.7135475188509,108.74058917135558,62.6411801371286,111.34042876118156,89.8160978165429,21.524330944638663,4,2,1
2000-02-28,4162.13,4178.58,4253.05,4170.09,3965.75,3968.89,4146.596,4080.5240000000003,3977.5260000000003,3811.349743589744,105.64431447077796,107.67863743565948,59.85543580333066,111.66159276277313,94.18519680578895,17.476395956984177,0,2,1
2000-02-29,4266.94,4162.13,4178.58,4253.05,3969.13,3986.13,4206.158,4108.605,4012.3705,3822.7394999999997,49.732340282764504,116.57495102103093,58.98548556037705,119.00163187783482,99.14848382019812,19.8531480576367,1,2,1
2000-03-01,4309.01,4266.94,4162.13,4178.58,4170.09,3997.03,4233.942,4139.803,4042.732,3834.599756097561,61.86902027671636,124.84991176519928,65.70990986003856,126.75224221723875,104.66923549960624,22.0830067176325,2,3,1
2000-03-02,4234.26,4309.01,4266.94,4162.13,4253.05,3997.97,4230.183999999999,4163.432,4068.222,3844.1154761904763,60.982528891484414,117.14650502682667,56.95510471709029,125.41722476557788,108.81883335280058,16.598391412777303,3,3,1
2000-03-03,4442.87,4234.26,4309.01,4266.94,4178.58,4125.38,4283.0419999999995,4195.181,4097.8075,3858.04,104.2568897963142,145.3223940416631,71.07364527201266,139.583268360253,114.97172035429107,24.61154800596192,4,3,1
2000-03-06,4457.18,4442.87,4234.26,4309.01,4162.13,3965.75,4342.052000000001,4244.324,4126.947999999999,3871.656818181818,102.19029684857995,142.1743576036148,70.99808318102795,150.23286640895594,122.02394956522406,28.208916843731885,0,3,1
2000-03-07,4390.83,4457.18,4442.87,4234.26,4266.94,3969.13,4366.83,4286.494000000001,4149.8225,3883.1940000000004,94.12645935124131,110.4893725608466,66.72755076034319,151.57163563333597,127.93348677884644,23.63814885448953,1,3,1
2000-03-08,4445.68,4390.83,4457.18,4442.87,4309.01,4170.09,4394.164,4314.053,4168.968,3895.421956521739,92.97525708488742,112.57906831793429,68.18466137561839,155.26871538880914,133.40053250083898,21.868182887970164,2,3,1
2000-03-09,4586.26,4445.68,4390.83,4457.18,4234.26,4253.05,4464.564,4347.374,4199.858,3910.1206382978726,72.67801889155358,138.7799273190025,68.52143580510857,167.61020277114494,140.24246655490018,27.367736216244765,3,3,1
2000-03-10,4587.16,4586.26,4445.68,4390.83,4442.87,4178.58,4493.4220000000005,4388.232,4224.716,3924.2256249999996,88.7744423806821,143.62410961333524,78.62453360357452,175.4411663582041,147.28220651556097,28.158959842643128,4,3,1
2000-03-13,4426.8,4587.16,4586.26,4445.68,4457.18,4162.13,4487.346,4414.699,4247.611500000001,3934.4822448979594,92.82244599234086,119.72715235067288,68.41834147597852,166.78495644654686,151.18275650175815,15.602199944788708,0,3,1
